15 300 3180
14 212 442.688 330.693
0 213 160.397 150.84
1 213 161.956 156.787
2 213 161.044 153.251
3 213 157.68 151.812
4 213 169.626 152.884
5 213 165.84 152.009
6 213 170.283 155.085
7 213 168.109 152.402
8 213 164.73 154.555
9 213 160.437 150.258
10 213 169.513 155.04
11 213 162.38 158.182
12 213 163.009 159.85
13 213 167.499 156.737
14 213 165.132 153.131
0 214 626.731 206.249
1 214 629.564 204.272
2 214 630.68 205.349
3 214 633.112 206.226
4 214 636.161 204.608
5 214 631.455 210.079
6 214 633.067 204.686
7 214 628.806 203.245
8 214 626.315 204.988
9 214 628.55 201.818
10 214 623.1 206.385
11 214 624.953 207.78
12 214 627.418 209.388
13 214 621.107 211.779
14 214 628.928 207.229
0 215 137.789 232.419
1 215 136.108 232.342
2 215 138.779 236.291
3 215 138.965 232.546
4 215 145.069 231.333
5 215 145.011 234.185
6 215 139.928 233.895
7 215 137.652 238.241
8 215 134.292 234.618
9 215 140.515 234.332
10 215 135.652 232.026
11 215 135.308 235.717
12 215 139.429 232.173
13 215 136.627 232.925
14 215 146.202 238.3
0 216 594.46 142.162
1 216 598.849 145.004
2 216 598.762 143.25
3 216 600.582 144.023
4 216 598.916 144.169
5 216 592.834 141.955
6 216 586.278 145.94
7 216 595.557 146.593
8 216 600.661 143.134
9 216 598.475 143.108
10 216 603.491 143.102
11 216 596.826 139.868
12 216 597.877 142.17
13 216 596.812 142.107
14 216 605.583 144.675
0 218 7.5582 179.594
1 218 6.20971 173.136
2 218 2.24996 174.557
3 218 7.39041 173.552
4 218 2.34626 179.24
5 218 4.2775 168.293
6 218 6.54788 170.436
7 218 11.8908 175.512
8 218 8.681 171.016
9 218 6.35232 168.709
10 218 5.87913 169.783
11 218 7.27754 166.781
12 218 7.63408 170.563
13 218 10.9519 169.047
14 218 11.2642 176.367
0 219 12.6897 276.688
1 219 21.2781 279.769
2 219 20.9916 280.733
3 219 13.6713 277.83
4 219 17.4076 283.063
5 219 23.1687 274.709
6 219 17.0825 280.82
7 219 24.8979 280.128
8 219 18.7317 279.992
9 219 13.407 280.033
10 219 20.7313 285.685
11 219 15.4351 277.449
12 219 15.2791 276.916
13 219 14.3427 277.695
14 219 20.6286 282.311
0 224 261.914 240.482
1 224 261.359 239.917
2 224 268.472 240.37
3 224 259.704 237.492
4 224 260.083 239.073
5 224 258.147 239.981
6 224 265.229 241.629
7 224 258.88 236.209
8 224 265.589 236.753
9 224 264.924 242.768
10 224 264.912 236.592
11 224 265.253 241.741
12 224 260.81 233.255
13 224 265.778 237.523
14 224 260.07 235.132
0 227 540.555 331.767
1 227 543.29 332.128
2 227 540.665 324.865
3 227 540.132 335.909
4 227 542.241 333.566
5 227 535.457 336.775
6 227 543.534 331.354
7 227 543.511 331.302
8 227 544.934 330.088
9 227 542.223 326.463
10 227 541.517 333.189
11 227 538.283 331.909
12 227 541.611 331.442
13 227 540.433 330.151
14 227 539.718 329.412
0 229 459.818 158.084
1 229 459.82 155.077
2 229 456.755 159.108
3 229 457.401 155.679
4 229 457.141 153.689
5 229 462.033 160.629
6 229 459.402 156.068
7 229 459.199 158.761
8 229 456.043 149.689
9 229 455.972 158.874
10 229 461.736 152.855
11 229 457.028 161.831
12 229 456.69 153.662
13 229 458.167 151.335
14 229 461.335 156.646
0 230 634.757 195.398
1 230 633.854 191.48
2 230 635.81 196.421
3 230 635.182 191.924
4 230 632.953 197.382
5 230 631.177 192.677
6 230 641.991 196.983
7 230 637.582 189.205
8 230 637.376 192.554
9 230 633.156 193.089
10 230 628.927 196.185
11 230 637.182 191.678
12 230 636.703 191.479
13 230 634.743 195.493
14 230 638.518 196.488
0 232 476.583 320.445
1 232 476.428 320.554
2 232 476.415 318.93
3 232 474.635 324.526
4 232 483.289 317.185
5 232 479.148 322.267
6 232 474.173 318.981
7 232 478.572 327.218
8 232 476.84 320.068
9 232 473.956 319.399
10 232 477.185 318.631
11 232 477.131 318.563
12 232 482.709 322.478
13 232 473.332 318.781
14 232 476.228 319.326
0 233 171.06 348.117
1 233 168.497 355.942
2 233 167.589 341.272
3 233 170.52 346.144
4 233 166.759 347.711
5 233 167.235 346.235
6 233 170.727 351.029
7 233 168.309 348.811
8 233 168.339 349.08
9 233 170.051 349.404
10 233 170.095 352.148
11 233 166.438 350.527
12 233 170.821 351.627
13 233 158.046 354.051
14 233 169.456 349.968
0 234 564.625 186.657
1 234 565.536 184.75
2 234 567.676 186.259
3 234 567.537 187.386
4 234 569.205 184.893
5 234 569.181 190.631
6 234 567.832 186.876
7 234 565.379 181.402
8 234 567.732 183.655
9 234 568.063 188.075
10 234 570.828 184.637
11 234 566.758 185.327
12 234 566.656 183.342
13 234 564.624 185.13
14 234 564.165 193.616
0 236 71.3859 134.419
1 236 73.4321 130.397
2 236 72.783 128.658
3 236 73.6478 125.379
4 236 75.0951 125.862
5 236 73.611 124.67
6 236 74.5545 131.504
7 236 73.3036 129.328
8 236 73.0244 133.852
9 236 72.6357 131.368
10 236 71.8638 128.203
11 236 72.2153 127.077
12 236 73.1578 124.805
13 236 77.2104 129.007
14 236 78.2438 135.109
0 239 133.598 228.796
1 239 133.414 232.301
2 239 132.74 232.796
3 239 130.328 226.642
4 239 139.019 229.284
5 239 132.886 226.985
6 239 134.629 231.207
7 239 139.726 232.524
8 239 131.743 231.448
9 239 128.805 232.723
10 239 132.563 233.111
11 239 129.891 233.222
12 239 137.325 232.384
13 239 135.619 232.725
14 239 133.77 232.109
0 240 392.855 145.109
1 240 391.539 148.789
2 240 385.08 143.672
3 240 392.007 149.049
4 240 390.5 147.166
5 240 385.962 146.557
6 240 388.601 141.695
7 240 390.034 152.127
8 240 391.17 145.132
9 240 388.979 151.979
10 240 396.995 146.754
11 240 391.694 143.213
12 240 392.164 144.656
13 240 393.214 149.843
14 240 388.675 150.027
0 242 516.654 262.752
1 242 515.292 264.678
2 242 514.861 267.157
3 242 513.586 262.824
4 242 514.745 259.136
5 242 511.364 263.165
6 242 514.196 265.828
7 242 511.138 264.713
8 242 520.694 256.978
9 242 512.732 264.157
10 242 516.616 264.35
11 242 518.208 266.282
12 242 514.284 265.84
13 242 514.544 262.018
14 242 512.222 260.966
0 243 444.78 171.296
1 243 447.838 171.161
2 243 439.983 164.802
3 243 446.047 166.581
4 243 443.123 173.698
5 243 441.044 169.514
6 243 440.857 170.985
7 243 440.876 174.525
8 243 443.311 169.773
9 243 451.554 166.266
10 243 444.303 164.728
11 243 447.608 168.578
12 243 447.905 164.748
13 243 439.725 164.969
14 243 445.748 162.158
0 245 344.911 154.289
1 245 338.091 150.343
2 245 334.612 155.315
3 245 346.375 148.509
4 245 342.998 152.276
5 245 338.529 154.36
6 245 336.187 156.664
7 245 342.649 154.977
8 245 338.959 154.25
9 245 339.036 153.767
10 245 335.607 150.352
11 245 339.878 153.286
12 245 342.674 153.636
13 245 337.057 152.37
14 245 341.443 144.69
0 246 475.002 184.489
1 246 477.375 182.577
2 246 481.208 184.991
3 246 480.136 183.06
4 246 476.746 182.903
5 246 478.898 186.684
6 246 477.116 187.182
7 246 481.596 190.75
8 246 478.847 185.354
9 246 481.011 182.822
10 246 478.952 187.349
11 246 482.988 182.364
12 246 476.318 178.467
13 246 476.214 184.561
14 246 483.748 182.113
0 247 128.564 224.472
1 247 134.753 219.289
2 247 127.781 217.929
3 247 131.729 222.433
4 247 131.749 216.51
5 247 131.575 227.798
6 247 130.335 220.14
7 247 127.139 221.696
8 247 134.645 223.581
9 247 133.542 217.507
10 247 129.38 222.752
11 247 130.698 218.384
12 247 124.686 225.362
13 247 131.19 223.714
14 247 127.22 220.241
0 248 83.8376 196.841
1 248 94.9291 196.429
2 248 85.2357 195.349
3 248 89.1306 202.015
4 248 85.4736 193.8
5 248 87.5412 191.429
6 248 90.8844 189.467
7 248 85.4712 194.441
8 248 86.4578 195.972
9 248 91.6362 197.509
10 248 90.4396 192.572
11 248 87.6652 191.222
12 248 84.167 193.958
13 248 85.3413 193.894
14 248 85.0868 196.379
0 249 472.218 178.682
1 249 466.461 176.319
2 249 469.102 171.794
3 249 467.942 170.297
4 249 465.179 170.68
5 249 466.059 179.051
6 249 464.621 174.731
7 249 462.432 180.245
8 249 466.119 174.825
9 249 467.234 175.483
10 249 468.352 171.475
11 249 469.526 173.129
12 249 464.77 175.47
13 249 468.268 174.253
14 249 467.745 174.069
0 251 459.689 190.047
1 251 459.141 188.817
2 251 460.313 186.336
3 251 459.898 187.981
4 251 462.562 189.575
5 251 464.179 194.266
6 251 460.643 186.84
7 251 462.128 193.134
8 251 460.683 192.654
9 251 458.154 186.455
10 251 459.588 192.758
11 251 459.347 186.234
12 251 457.688 190.174
13 251 458.2 190.355
14 251 455.883 187.194
0 252 103.677 340.915
1 252 106.499 340.288
2 252 102.45 342.342
3 252 103.334 339.152
4 252 112.299 334.197
5 252 106.736 337.748
6 252 111.556 335.547
7 252 108.284 333.93
8 252 105.121 340.167
9 252 100.805 344.04
10 252 104.065 337.211
11 252 105.127 341.377
12 252 102.971 343.134
13 252 105.305 335.307
14 252 107.065 335.391
0 253 333.784 115.594
1 253 333.164 108.148
2 253 331.193 114.949
3 253 330.201 111.024
4 253 334.945 109.515
5 253 336.653 103.998
6 253 331.686 108.149
7 253 335.054 109.825
8 253 331.582 108.229
9 253 335.225 107.47
10 253 334.059 106.783
11 253 338.95 109.092
12 253 334.754 113.046
13 253 330.841 110.615
14 253 334.792 113.682
0 254 342.497 273.013
1 254 345.845 263.417
2 254 342.592 267.317
3 254 343.583 271.982
4 254 343.23 267.155
5 254 344.542 275.976
6 254 352.282 269.86
7 254 344.522 266.872
8 254 345.194 268.335
9 254 342.072 267.678
10 254 348.235 271.409
11 254 345.539 268.189
12 254 348.878 267.828
13 254 348.242 270.991
14 254 345.014 267.071
0 255 509.727 363.456
1 255 509.57 360.334
2 255 502.109 362.93
3 255 507.071 357.212
4 255 500.596 359.403
5 255 501.393 360.376
6 255 503.044 358.669
7 255 504.149 359.237
8 255 505.124 361.236
9 255 505.763 359.655
10 255 509.051 357.888
11 255 505.063 365.444
12 255 505.1 359.649
13 255 512.992 357.453
14 255 501.831 360.524
0 257 307.103 75.1674
1 257 304.797 73.5966
2 257 310.728 74.2335
3 257 309.682 75.9192
4 257 305.54 78.9411
5 257 306.419 73.0714
6 257 308.256 74.4447
7 257 310.33 73.3194
8 257 302.846 80.8986
9 257 313.273 75.5317
10 257 308.344 79.3229
11 257 306.102 76.9372
12 257 305.393 78.1597
13 257 308.715 81.8185
14 257 310.037 78.4031
0 258 613.205 304.187
1 258 611.594 301.997
2 258 611.211 299.31
3 258 613.646 300.937
4 258 608.591 305.798
5 258 609.397 304.538
6 258 616.457 310.428
7 258 613.683 301.893
8 258 612.323 303.79
9 258 613.638 303.289
10 258 611.367 302.848
11 258 613.146 304.619
12 258 609.221 302.141
13 258 612.717 303.903
14 258 616.254 299.675
0 261 69.6676 100.705
1 261 65.6888 107.108
2 261 72.818 100.047
3 261 66.0462 101.287
4 261 70.2062 100.629
5 261 72.0524 101.972
6 261 70.5102 106.042
7 261 69.5436 99.5056
8 261 65.8548 100.788
9 261 69.9577 107.107
10 261 69.7652 106.249
11 261 71.0373 101.834
12 261 68.864 103.172
13 261 70.0452 103.108
14 261 68.1519 108.408
0 263 71.9057 333.958
1 263 63.0802 332.817
2 263 65.9271 331.867
3 263 71.5165 332.806
4 263 68.7218 331.439
5 263 70.5761 334.833
6 263 68.1663 335.15
7 263 70.6365 340.139
8 263 71.5141 333.588
9 263 65.4566 341.164
10 263 73.2873 331.488
11 263 74.2594 337.338
12 263 67.4324 334.206
13 263 67.1559 325.836
14 263 70.551 331.408
0 264 559.961 314.582
1 264 562.113 314.208
2 264 558.517 316.831
3 264 553.883 314.641
4 264 557.628 316.168
5 264 558.7 315.188
6 264 562.195 317.004
7 264 563.099 313.078
8 264 563.789 317.298
9 264 556.713 315.811
10 264 560.601 316.301
11 264 559.461 310.523
12 264 559.415 315.175
13 264 557.658 312.703
14 264 564.469 319.966
0 265 557.414 267.427
1 265 551.707 268.675
2 265 555.422 262.444
3 265 554.921 268.543
4 265 554.564 263.967
5 265 554.927 264.28
6 265 558.105 264.045
7 265 555.102 265.477
8 265 559.936 264.931
9 265 554.029 270.92
10 265 551.607 268.859
11 265 552.484 265.203
12 265 551.234 263.767
13 265 557.549 266.429
14 265 556.416 265.77
0 267 7.03155 352.211
1 267 4.03336 362.512
2 267 5.00486 352.003
3 267 2.60783 359.373
4 267 2.81124 362.404
5 267 3.1459 357.109
6 267 5.55795 358.836
7 267 7.54651 355.643
8 267 4.61863 359.347
9 267 9.40899 356.778
10 267 -2.46982 353.825
11 267 3.30905 359.849
12 267 1.70639 357.809
13 267 11.5012 363.156
14 267 6.11891 352.758
0 268 604.09 158.953
1 268 600.893 158.412
2 268 605.268 158.439
3 268 601.627 156.785
4 268 603.812 156.495
5 268 601.175 164.081
6 268 603.876 159.122
7 268 600.362 156.05
8 268 597.284 164.807
9 268 605.791 158.922
10 268 602.135 162.229
11 268 607.538 164.781
12 268 604.267 159.211
13 268 605.23 160.06
14 268 603.516 165.294
0 269 104.628 318.172
1 269 108.908 323.283
2 269 102.094 321.224
3 269 102.405 320.24
4 269 108.671 318.624
5 269 105.388 320.083
6 269 101.177 318.049
7 269 105.747 323.841
8 269 100.084 323.122
9 269 107.673 317.653
10 269 104.671 316.912
11 269 104.594 319.766
12 269 103.419 316.964
13 269 106.139 319.152
14 269 97.6701 321.82
0 270 565.299 378.771
1 270 566.964 372.441
2 270 571.279 376.687
3 270 565.643 377.52
4 270 567.549 378.887
5 270 564.414 379.433
6 270 567.092 375.436
7 270 566.251 377.208
8 270 564.294 380.666
9 270 566.309 379.219
10 270 569.076 375.132
11 270 568.914 375.348
12 270 567.105 375.586
13 270 564.888 376.077
14 270 565.721 382.403
0 272 279.625 291.663
1 272 282.852 296.556
2 272 280.202 300.114
3 272 280.817 300.032
4 272 279.285 298.676
5 272 281.644 299.526
6 272 282.066 295.488
7 272 282.697 298.732
8 272 282.304 297.955
9 272 280.654 298.825
10 272 277.721 299.39
11 272 280.04 300.168
12 272 284.9 294.532
13 272 277.466 295.043
14 272 279.143 294.919
0 273 164.876 286.253
1 273 167.369 288.828
2 273 165.918 282.634
3 273 162.158 282.903
4 273 167.709 286.091
5 273 165.603 282.403
6 273 164.381 285.122
7 273 164.05 286.319
8 273 170.922 288.462
9 273 169.049 282.462
10 273 163.75 277.247
11 273 163.624 291.23
12 273 164.735 284.57
13 273 165.953 282.559
14 273 162.955 286.36
0 275 464.477 132.04
1 275 461.881 124.928
2 275 461.342 137.254
3 275 454.951 129.842
4 275 457.621 129.47
5 275 463.788 129.348
6 275 462.632 134.451
7 275 463.207 132.593
8 275 463.165 135.044
9 275 460.834 131.565
10 275 463.885 132.621
11 275 461.113 132.809
12 275 466.448 137.598
13 275 464.223 133.956
14 275 463.07 126.793
0 276 400.79 360.523
1 276 406.072 358.947
2 276 396.125 360.558
3 276 398.621 361.016
4 276 402.151 360.272
5 276 396.213 362.976
6 276 395.695 361.019
7 276 401.843 364.864
8 276 403.526 367.242
9 276 400.513 361.963
10 276 393.789 359.099
11 276 394.726 358.594
12 276 398.618 362.781
13 276 396.657 361.939
14 276 398.135 362.482
0 277 344.332 297.064
1 277 350.714 288.817
2 277 350.359 290.25
3 277 348.813 293.05
4 277 349.475 288.873
5 277 347.969 294.778
6 277 344.862 295.782
7 277 344.991 293.932
8 277 349.155 294.363
9 277 343.775 289.732
10 277 348.571 293.761
11 277 347.791 291.745
12 277 347.429 293.803
13 277 347.814 289.168
14 277 348.253 295.235
0 278 561.998 374.756
1 278 562.31 377.611
2 278 563.547 371.356
3 278 560.44 372.101
4 278 561.862 374.857
5 278 558.816 377.036
6 278 568.051 371.052
7 278 563.157 376.257
8 278 568.259 371.979
9 278 561.684 372.792
10 278 568.526 374.728
11 278 557.653 374.692
12 278 561.87 373.852
13 278 561.815 377.929
14 278 560.355 370.045
0 279 331.883 92.7299
1 279 331.945 88.5268
2 279 336.871 95.921
3 279 332.894 93.2453
4 279 330.488 94.5071
5 279 337.238 92.7088
6 279 329.202 84.7237
7 279 329.125 92.036
8 279 339.215 88.5237
9 279 336.785 90.7733
10 279 334.521 94.3659
11 279 331.81 91.6566
12 279 336.252 96.8276
13 279 339.657 92.9622
14 279 332.848 87.2781
0 280 280.36 151.556
1 280 281.824 152.424
2 280 277.666 150.631
3 280 278.895 153.441
4 280 279.009 155.33
5 280 282.49 155.981
6 280 275.8 156.924
7 280 286.165 152.132
8 280 281.59 162.014
9 280 279.749 157.222
10 280 275.843 154.217
11 280 276.373 157.739
12 280 281.766 159.578
13 280 277.789 151.58
14 280 279.265 157.508
0 281 256.235 185.24
1 281 255.827 176.18
2 281 254.288 181.218
3 281 252.699 175.35
4 281 260.198 181.008
5 281 254.225 175.688
6 281 255.83 180.61
7 281 256.342 178.528
8 281 257.043 177.272
9 281 254.012 176.794
10 281 254.334 178.339
11 281 263.971 188.557
12 281 260.83 183.512
13 281 253.654 178.454
14 281 257.972 180.989
0 283 561.909 120.502
1 283 567.111 120.913
2 283 568.824 119.029
3 283 559.697 125.251
4 283 562.003 114.115
5 283 561.713 121.343
6 283 562.078 117.923
7 283 563.375 121.599
8 283 563.139 120.305
9 283 563.795 121.82
10 283 562.114 122.939
11 283 560.504 113.142
12 283 567.155 117.638
13 283 565.109 121.712
14 283 561.137 122.972
0 287 414.354 209.656
1 287 416.475 202.061
2 287 406.462 200.61
3 287 412.974 203.882
4 287 414.651 201.225
5 287 416.646 202.941
6 287 412.296 208.326
7 287 413.121 206.931
8 287 416.009 200.033
9 287 414.105 203.481
10 287 411.103 204.702
11 287 413.699 207.083
12 287 416.902 202.617
13 287 408.137 204.238
14 287 413.318 206.736
0 288 350.196 294.876
1 288 350.717 296.401
2 288 351.388 296.228
3 288 355.355 294.627
4 288 356.117 293.998
5 288 350.241 290.919
6 288 353.031 294.693
7 288 347.201 294.412
8 288 353.659 293.362
9 288 349.488 297.214
10 288 354.648 297.116
11 288 348.811 297.38
12 288 352.176 295.796
13 288 358.666 289.66
14 288 351.36 296.53
0 289 390.157 336.419
1 289 385.811 334.073
2 289 385.856 328.477
3 289 388.268 333.161
4 289 382.296 337.025
5 289 387.196 335.48
6 289 384.673 334.296
7 289 390.758 335.024
8 289 392.049 332.574
9 289 386.739 330.878
10 289 384.225 336.123
11 289 385.503 337.337
12 289 387.357 336.78
13 289 384.858 337.381
14 289 388.487 335.788
0 290 545.414 170.99
1 290 539.38 167.551
2 290 538.915 163.479
3 290 550.242 171.023
4 290 545.398 173.61
5 290 543.011 167.636
6 290 541.333 167.498
7 290 546.274 170.132
8 290 537.396 168.884
9 290 543.103 169.33
10 290 538.018 174.705
11 290 540.774 171.882
12 290 543.995 164.798
13 290 543.203 171.031
14 290 538.735 163.347
0 292 512.292 206.473
1 292 518.059 211.239
2 292 515.7 206.338
3 292 513.11 216.015
4 292 516.174 213.021
5 292 514.845 212.928
6 292 520.154 209.676
7 292 517.118 212.054
8 292 515.543 209.966
9 292 509.359 211.724
10 292 514.608 206.615
11 292 517.069 212.905
12 292 510.663 213.972
13 292 519.285 207.906
14 292 518.13 210.382
0 293 568.932 330.384
1 293 571.686 326.768
2 293 575.503 325.362
3 293 570.688 328.946
4 293 571.556 329.404
5 293 570.151 331.828
6 293 572.876 327.472
7 293 572.219 329.654
8 293 573.703 329.241
9 293 566.782 324.118
10 293 567.863 329.451
11 293 577.37 326.746
12 293 570.591 329.808
13 293 571.059 328.562
14 293 574.831 331.924
0 294 329.51 279.056
1 294 334.116 282.046
2 294 336.926 277.825
3 294 330.129 274.864
4 294 331.427 272.838
5 294 332.194 279.475
6 294 334.608 275.287
7 294 332.297 280.653
8 294 330.579 271.647
9 294 333.513 281.162
10 294 334.466 272.628
11 294 334.994 276.331
12 294 333.685 282.502
13 294 332.993 273.777
14 294 332.081 275.904
0 295 389.789 245.279
1 295 381.378 239.175
2 295 381.557 241.074
3 295 387.885 239.967
4 295 388.787 241.03
5 295 388.256 234.925
6 295 381.591 235.857
7 295 385.203 239.613
8 295 383.158 243.168
9 295 384.48 240.766
10 295 388.433 240.191
11 295 385.737 240.041
12 295 384.25 238.381
13 295 385.103 246.82
14 295 386.307 233.18
0 296 524.981 113.373
1 296 532.415 116.368
2 296 533.099 116.142
3 296 526.179 114.832
4 296 525.027 115.663
5 296 528.72 108.894
6 296 521.396 112.242
7 296 525.026 114.342
8 296 523.368 109.92
9 296 523.365 112.39
10 296 531.202 111.373
11 296 532.348 115.916
12 296 528.529 112.297
13 296 528.278 107.649
14 296 530.592 114.007
0 297 19.5428 148.619
1 297 27.8209 140.73
2 297 22.8899 138.632
3 297 21.0048 133.951
4 297 25.7234 136.78
5 297 25.7422 140.683
6 297 25.8113 140.216
7 297 22.658 146.403
8 297 29.6453 139.052
9 297 22.1399 142.858
10 297 23.7081 139.273
11 297 24.0107 138.964
12 297 25.8123 134.829
13 297 22.9522 140.417
14 297 21.1031 143.421
0 299 455.148 155.036
1 299 448.731 159.208
2 299 452.281 153.95
3 299 453.19 150.547
4 299 453.276 151.961
5 299 454.86 154.686
6 299 454.721 159.883
7 299 459.183 158.115
8 299 454.504 159.546
9 299 454.082 158.14
10 299 454.067 156.096
11 299 451.639 154.947
12 299 453.865 153.106
13 299 458.03 152.23
14 299 452.043 150.957
 0
 0
 0
-1
 0
 0
    0
    0
    0
-0.96
    0
    0
    0
    0
    0
-0.92
    0
    0
    0
    0
    0
-0.88
    0
    0
    0
    0
    0
-0.84
    0
    0
   0
   0
   0
-0.8
   0
   0
    0
    0
    0
-0.76
    0
    0
    0
    0
    0
-0.72
    0
    0
    0
    0
    0
-0.68
    0
    0
    0
    0
    0
-0.64
    0
    0
   0
   0
   0
-0.6
   0
   0
    0
    0
    0
-0.56
    0
    0
    0
    0
    0
-0.52
    0
    0
    0
    0
    0
-0.48
    0
    0
    0
    0
    0
-0.44
    0
    0
 0.20935
-1.85845
 3.17425
-0.58569
 1.69246
 5.81966
-0.0736394
  -2.08042
   3.92862
 -0.78958
-0.588151
  3.27477
 2.01266
0.758678
 2.62198
1.11409
1.15682
4.88184
-2.43323
 1.06485
 2.77849
-0.716615
 0.965911
  1.84706
-2.94481
0.109333
 4.65275
-0.857061
  1.98459
  3.12757
-0.740654
  1.80943
  3.89313
 0.551829
-0.386205
  3.94823
-1.33234
0.739134
 2.84835
 2.90385
0.680739
 3.54204
-1.26699
-1.53891
 3.91522
0.923205
0.191292
 2.55577
  2.11243
-0.940466
  2.30047
  1.25062
-0.309187
  3.72754
-2.37235
-1.06534
 4.68715
 0.76033
-1.00569
 2.31791
0.848324
0.973414
 2.90515
 -1.68752
-0.527847
   3.1943
0.717075
0.835961
 2.73763
-0.597853
 0.903399
   2.9717
    1.487
-0.159849
  3.27923
 1.52257
-1.44049
 1.93653
 0.897962
-0.189895
  3.86428
0.415255
-1.99655
 2.43778
 -1.32797
-0.230567
  3.39713
-2.52803
0.280156
 3.86665
   1.5848
-0.165888
  5.23471
 2.2937
1.82864
3.27671
0.587651
0.511852
  3.3299
0.0699134
 -1.28563
  4.17518
 -1.03071
-0.147705
  4.03787
1.40816
1.05621
4.58645
   1.56689
-0.0674424
   4.81548
-0.0569541
  0.173292
   3.34528
-0.427136
 -1.57959
  4.39975
0.233739
 -0.8613
 4.42013
 1.34136
-2.33821
 3.02465
-0.648501
 0.579736
  3.30545
-1.32393
0.769477
 3.21538
  2.00079
-0.730941
  3.33027
 -1.36108
-0.350876
  4.15965
 -1.63034
-0.644141
  2.94992
0.0173687
 0.316146
  2.21836
2.18955
1.07372
1.94573
0.66872
1.26698
 2.9115
0.753841
0.521371
 3.33714
-0.836578
  1.80358
  4.92128
-2.47338
 0.75096
 4.67437
0.221557
0.397157
  2.3811
0.585874
0.419135
 2.00877
0.284914
0.482664
 3.34453
-1.97536
0.604375
 4.00132
3.19533
1.40587
 4.8778
 0.461992
-0.968215
  3.58144
-0.0160601
  -1.27883
   1.19816
 0.004887
-0.466196
  1.82193
-2.09613
0.950339
 3.04193
 -1.89721
-0.231228
   3.7194
-0.263053
  1.43079
  4.70985
 1.41101
-0.81989
 3.52815
-1.51726
0.192346
 3.19624
 1.52224
0.533169
 3.11827
 1.50044
-1.07253
 3.95979
 2.14003
0.363263
 3.23351
 0.54703
-0.31574
 3.39078
-1.93078
0.942644
 4.93066
  0.62618
-0.691188
  2.71522
-1.25884
-1.28396
 1.95813
 -1.76881
-0.154916
     3.73
  2.04331
-0.565535
  4.46828
0.658728
0.130481
 3.11198
0.402182
-1.21502
 4.67109
 2.69058
0.532268
 2.15659
 -1.62458
-0.248871
  5.00286
 0.422873
-0.283096
  4.28623
-2.34057
 0.96395
 2.28942
 -1.36585
-0.188578
  3.77115
-0.0713104
 -0.284535
   5.20864
-1.02144
-2.45659
 3.94004
 -0.14421
-0.818406
  3.06882
0.281702
 -1.8474
 3.14549
-0.14638
0.503918
 5.07013
 2.71138
0.730841
 4.60258
-0.470291
  1.31355
  3.51162
-2.36251
-1.24064
   4.625
-2.51309
 1.66273
  3.8945
 0.81707
-1.17996
 2.78832
-0.413353
-0.801843
   2.5315
 0.176515
-0.191966
   2.7471
  -1.17097
-0.0624384
   4.20136
-2.16698
-1.82621
 3.01778
  1.55095
-0.170089
  4.36314
 -1.5683
0.489392
 1.92016
0.971333
0.622099
 4.40168
 2.12272
0.870978
 4.12956
 -0.005525
-0.0412026
   2.39949
2.28533
1.27631
3.57132
 -0.29309
-0.527693
  3.55682
0.494734
  1.2606
 2.33005
 0.450471
-0.801923
  3.99249
 -2.52593
-0.144292
  2.71665
-1.39984
 1.41161
 3.41579
0.139586
-1.74823
 2.91448
 -1.35753
-0.612929
  4.07792
 -1.4093
-1.86608
 2.61451
  1.24619
-0.662442
  3.38798
 0.904912
0.0188362
  2.93015
-0.879831
 -1.58675
  4.79644
0.143776
0.481282
 3.56294
-0.459912
 -0.98782
  4.77732
 -1.81469
-0.730529
  3.72087
-1.01907
-1.91631
 3.18905
 1.09783
-0.67904
 4.11766
1.92869
0.79672
1.70588
 1.05452
-1.48427
 3.59592
-2.20099
0.759434
 3.54992
  1.59697
-0.379232
  5.67819
-1.73324
0.174996
 3.02903
1.64258
1.23298
3.21696
 -1.97994
-0.770829
   2.5421
   1.0496
0.0259767
  2.16865
 -2.89218
-0.385454
  2.67063
-1.92302
0.910924
 2.34178
-0.413797
  1.79232
  2.76163
 2.57068
0.139322
  2.2154
-0.487945
 0.657345
  3.13513
-0.056603
  1.08276
  4.62424
 -1.3032
-2.71997
 3.85237
 1.46427
0.713859
 2.40689
-0.684122
-0.686514
  3.32686
  2.43204
-0.999912
  5.99534
 1.75759
-1.99255
 3.09857
 0.751334
-0.218467
  2.80102
 0.336363
-0.727793
  3.92361
-0.0389932
 -0.575154
   2.96402
-0.499596
0.0443117
  3.17649
0.510031
 -1.5006
 3.32998
2.63271
 1.4083
3.70376
 0.322719
-0.216746
  1.92951
  1.77972
-0.295685
  1.47739
-0.0273968
  0.868782
   2.71686
 2.49912
0.747072
 2.81344
1.28283
1.88402
3.66272
-0.140302
  -1.3731
  4.14883
-2.09546
 1.56389
 3.87919
0.695709
 0.26782
 3.12691
0.942119
 1.05392
 4.30507
 1.07348
-1.22613
 2.51687
-0.69689
0.364015
 4.03358
0.418271
0.650615
 4.45861
0.135294
 3.25823
 4.54661
-0.531219
 0.868287
  4.97607
0.497852
 1.36907
  2.4123
 3.41261
-1.01589
 2.73426
-0.143429
  1.32765
  3.16222
 2.13947
0.319884
 3.92384
 0.383829
-0.356034
  3.02958
 -2.66302
-0.430513
  6.03988
-0.672541
 0.229143
  3.85945
 -1.61326
-0.732955
  4.04902
0.947761
0.442305
  5.6939
